Match Number,Article Number,Mention Id,Mention Text,Linked Balls,sub_entity,label_detailed
17,504136,m1,Canada are delighted after the burly Balaji Rao manages to clutch a slip catch between his thighs,1:41.4.0,OUT,OUT(Wahab Riaz)
17,504136,m2,Afridi's five,"2:17.1.0,2:34.6.0,2:36.4.0,2:36.5.0,2:38.4.0,",WICKETS,WICKETS(Afridi)
17,504136,m3,Pakistan victory,2:42.5.0,LASTBALL,LASTBALL(Match)
17,504136,m4,"From the very first over, in which snared Ahmed Shehzad",1:8.5.0,OUT,OUT(Ahmed Shehzad)
17,504136,m5,"The highlight was his fifth over, a maiden","1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,",BOWL,5th OVER of BOWL(Harvir Singh Baidwan)
17,504136,m6,one surprise bouncer right at Umar Akmal's throat,1:16.4.0,OTHERS,1:16.4.0
17,504136,m7,he got three anyway,"1:8.5.0,1:12.5.0,1:42.6.0,",WICKETS,WICKETS(Baidwan)
17,504136,m8,when Misbah-ul-Haq and Umar Akmal were set at the crease,"1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.3.0,1:17.4.0,1:17.5.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:18.5.0,1:18.6.0,1:19.1.0,1:19.2.0,1:19.3.0,1:19.4.0,1:19.5.0,1:19.6.0,1:20.1.0,1:20.2.0,1:20.3.0,1:20.4.0,1:20.5.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.3.0,1:21.3.1,1:21.4.0,1:21.5.0,1:21.6.0,1:22.1.0,1:22.2.0,1:22.3.0,1:22.4.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.2.1,1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.5.0,1:25.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.5.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:31.1.0,1:31.2.0,1:31.3.0,1:31.4.0,1:31.5.0,1:31.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:33.1.0,1:33.2.0,1:33.3.0,1:33.4.0,1:33.5.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,",PARTNERSHIP,"PARTNERSHIP(Misbah-ul-Haq, Umar Akmal)"
17,504136,m9,when Shahid Afridi and Abdul Razzaq were briefly at the crease,"1:38.3.0,1:38.4.0,1:38.5.0,1:38.5.1,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,",PARTNERSHIP,"PARTNERSHIP(Shahid Afridi, Abdul Razzaq)"
17,504136,m10,they took it with Umar Gul and Saeed Ajmal,"1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,",PARTNERSHIP,"PARTNERSHIP(Umar Gul, Saeed Ajmal)"
17,504136,m11,It lasted one over,"1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,",OVERS,-1st OVER of OVERS(Pakistan)
17,504136,m12,"He bowled a nice spell as well, ripping the ball on occasion and giving it some air for two deserved wickets","1:34.6.0,1:38.2.0,",WICKETS,WICKETS(Balaji Rao)
17,504136,m13,"But his finest moment came at slip, when Wahab Riaz edged Jimmy Hansra. Rao took it, watched it slip out, tried to grab it a few times thereafter before somehow he pouched it between his not inconsiderably-sized thighs.",1:41.4.0,OUT,OUT(Riaz)
17,504136,m14,"First Pakistan reviewed a leg-before decision Harper turned down from Umar Gul, one which even from behind Ravindu Gunasekera looked full enough to be not pitching outside leg.",2:3.6.0,OUT,OUT(Gunasekera)
17,504136,m15,"Kumar was then given out leg-before next over by Llong though the ball looked high: on referral it was, comfortably.",2:4.2.0,REFERRAL,2:4.2.0
17,504136,m16,"In the eighth over, Harper again gave Ashish Bagai out to a ball that looked without replays to be hitting the stumps only if they were a foot higher.",2:7.1.0,REFERRAL,2:7.1.0
17,504136,m17,"Bagai was reprieved by Harper eventually in the 18th over only to find, as it appeared to the naked eye, that he was pretty plumb. On referral, he was duly given.",2:17.1.0,OUT,OUT(Bagai)
17,504147,m1,they lost a frontline bowler in Khurram Chohan early,1:6.3.0,OTHERS,1:6.3.0
17,504147,m2,Ahmed Shehzad fell for it,1:8.5.0,OUT,OUT(Ahmed Shehzad)
17,504147,m3,Younis Khan was duped by a lovely curving ball,1:12.5.0,OUT,OUT(Younis Khan)
17,504147,m4,Keeping them to 184 on that wicket,1:42.6.0,LASTBALL,LASTBALL(Pakistan)
17,504147,m5,after losing one of our key bowlers in the first couple of overs,1:6.3.0,OTHERS,1:6.3.0
17,504147,m6,they were sneaking along at 104 for 3 in the 34th,2:32.2.0,BALL,"BALL(Canada, SCORE, 104, 3)"
17,504164,m1,the batting Powerplay,"1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:1.6.1,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.3.1,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.5.0,2:14.6.0,2:15.1.0,2:15.1.1,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.5.0,2:19.6.0,2:20.1.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.5.1,2:20.6.0,2:21.1.0,2:21.2.0,2:21.3.0,2:21.4.0,2:21.5.0,2:21.6.0,2:22.1.0,2:22.2.0,2:22.3.0,2:22.4.0,2:22.5.0,2:22.6.0,2:23.1.0,2:23.2.0,2:23.3.0,2:23.4.0,2:23.5.0,2:23.6.0,2:24.1.0,2:24.2.0,2:24.3.0,2:24.4.0,2:24.5.0,2:24.6.0,2:25.1.0,2:25.2.0,2:25.3.0,2:25.4.0,2:25.5.0,2:25.6.0,2:26.1.0,2:26.2.0,2:26.3.0,2:26.4.0,2:26.5.0,2:26.6.0,2:27.1.0,2:27.2.0,2:27.3.0,2:27.4.0,2:27.5.0,2:27.6.0,2:28.1.0,2:28.2.0,2:28.3.0,2:28.4.0,2:28.5.0,2:28.6.0,2:29.1.0,2:29.2.0,2:29.3.0,2:29.4.0,2:29.5.0,2:29.6.0,2:30.1.0,2:30.2.0,2:30.3.0,2:30.4.0,2:30.5.0,2:30.6.0,2:31.1.0,2:31.2.0,2:31.3.0,2:31.4.0,2:31.5.0,2:31.6.0,2:32.1.0,2:32.2.0,2:32.3.0,2:32.4.0,2:32.5.0,2:32.6.0,2:33.1.0,2:33.2.0,2:33.3.0,2:33.4.0,2:33.5.0,2:33.5.1,2:33.6.0,2:33.6.1,2:34.1.0,2:34.2.0,2:34.3.0,2:34.4.0,2:34.5.0,2:34.6.0,2:35.1.0,2:35.2.0,2:35.3.0,2:35.4.0,2:35.5.0,2:35.6.0,2:36.1.0,2:36.2.0,2:36.3.0,2:36.4.0,2:36.5.0,2:36.6.0,2:37.1.0,2:37.2.0,2:37.3.0,2:37.4.0,2:37.5.0,2:37.6.0,2:37.6.1,2:38.1.0,2:38.1.1,2:38.1.2,2:38.2.0,2:38.3.0,2:38.4.0,2:38.5.0,2:38.6.0,2:39.1.0,2:39.2.0,2:39.3.0,2:39.4.0,2:39.4.1,2:39.5.0,2:39.6.0,2:40.1.0,2:40.2.0,2:40.3.0,2:40.4.0,2:40.5.0,2:40.6.0,2:41.1.0,2:41.2.0,2:41.3.0,2:41.4.0,2:41.5.0,2:41.6.0,2:41.6.1,2:42.1.0,2:42.2.0,2:42.3.0,2:42.3.1,2:42.4.0,2:42.5.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
17,504164,m2,when Misbah-ul-Haq and Umar Akmal were set,"1:15.4.0,1:15.5.0,1:15.6.0,1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,1:17.1.0,1:17.2.0,1:17.3.0,1:17.4.0,1:17.5.0,1:17.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:18.5.0,1:18.6.0,1:19.1.0,1:19.2.0,1:19.3.0,1:19.4.0,1:19.5.0,1:19.6.0,1:20.1.0,1:20.2.0,1:20.3.0,1:20.4.0,1:20.5.0,1:20.6.0,1:21.1.0,1:21.2.0,1:21.3.0,1:21.3.1,1:21.4.0,1:21.5.0,1:21.6.0,1:22.1.0,1:22.2.0,1:22.3.0,1:22.4.0,1:22.5.0,1:22.6.0,1:23.1.0,1:23.2.0,1:23.2.1,1:23.3.0,1:23.4.0,1:23.5.0,1:23.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:25.1.0,1:25.2.0,1:25.3.0,1:25.4.0,1:25.5.0,1:25.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.5.0,1:27.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:31.1.0,1:31.2.0,1:31.3.0,1:31.4.0,1:31.5.0,1:31.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,1:33.1.0,1:33.2.0,1:33.3.0,1:33.4.0,1:33.5.0,1:33.6.0,1:34.1.0,1:34.2.0,1:34.3.0,1:34.4.0,1:34.5.0,1:34.6.0,",PARTNERSHIP,"PARTNERSHIP(Misbah-ul-Haq, Umar Akmal)"
17,504164,m3,when Afridi and Abdul Razzaq were together,"1:38.3.0,1:38.4.0,1:38.5.0,1:38.5.1,1:38.6.0,1:39.1.0,1:39.2.0,1:39.3.0,1:39.4.0,1:39.5.0,1:39.6.0,1:40.1.0,1:40.2.0,1:40.3.0,1:40.4.0,1:40.5.0,",PARTNERSHIP,"PARTNERSHIP(Shahid Afridi, Abdul Razzaq)"
17,504164,m4,take the Powerplay,"1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,2:0.1.0,2:0.2.0,2:0.3.0,2:0.3.1,2:0.4.0,2:0.5.0,2:0.6.0,2:1.1.0,2:1.2.0,2:1.3.0,2:1.4.0,2:1.5.0,2:1.6.0,2:1.6.1,2:2.1.0,2:2.2.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.6.0,2:3.1.0,2:3.2.0,2:3.3.0,2:3.3.1,2:3.4.0,2:3.5.0,2:3.6.0,2:4.1.0,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:5.4.0,2:5.5.0,2:5.6.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.1.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:7.6.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:9.5.0,2:9.6.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.3.0,2:12.4.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:14.1.0,2:14.2.0,2:14.3.0,2:14.4.0,2:14.5.0,2:14.6.0,2:15.1.0,2:15.1.1,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.2.0,2:16.3.0,2:16.4.0,2:16.5.0,2:16.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.5.0,2:19.6.0,2:20.1.0,2:20.2.0,2:20.3.0,2:20.4.0,2:20.5.0,2:20.5.1,2:20.6.0,2:21.1.0,2:21.2.0,2:21.3.0,2:21.4.0,2:21.5.0,2:21.6.0,2:22.1.0,2:22.2.0,2:22.3.0,2:22.4.0,2:22.5.0,2:22.6.0,2:23.1.0,2:23.2.0,2:23.3.0,2:23.4.0,2:23.5.0,2:23.6.0,2:24.1.0,2:24.2.0,2:24.3.0,2:24.4.0,2:24.5.0,2:24.6.0,2:25.1.0,2:25.2.0,2:25.3.0,2:25.4.0,2:25.5.0,2:25.6.0,2:26.1.0,2:26.2.0,2:26.3.0,2:26.4.0,2:26.5.0,2:26.6.0,2:27.1.0,2:27.2.0,2:27.3.0,2:27.4.0,2:27.5.0,2:27.6.0,2:28.1.0,2:28.2.0,2:28.3.0,2:28.4.0,2:28.5.0,2:28.6.0,2:29.1.0,2:29.2.0,2:29.3.0,2:29.4.0,2:29.5.0,2:29.6.0,2:30.1.0,2:30.2.0,2:30.3.0,2:30.4.0,2:30.5.0,2:30.6.0,2:31.1.0,2:31.2.0,2:31.3.0,2:31.4.0,2:31.5.0,2:31.6.0,2:32.1.0,2:32.2.0,2:32.3.0,2:32.4.0,2:32.5.0,2:32.6.0,2:33.1.0,2:33.2.0,2:33.3.0,2:33.4.0,2:33.5.0,2:33.5.1,2:33.6.0,2:33.6.1,2:34.1.0,2:34.2.0,2:34.3.0,2:34.4.0,2:34.5.0,2:34.6.0,2:35.1.0,2:35.2.0,2:35.3.0,2:35.4.0,2:35.5.0,2:35.6.0,2:36.1.0,2:36.2.0,2:36.3.0,2:36.4.0,2:36.5.0,2:36.6.0,2:37.1.0,2:37.2.0,2:37.3.0,2:37.4.0,2:37.5.0,2:37.6.0,2:37.6.1,2:38.1.0,2:38.1.1,2:38.1.2,2:38.2.0,2:38.3.0,2:38.4.0,2:38.5.0,2:38.6.0,2:39.1.0,2:39.2.0,2:39.3.0,2:39.4.0,2:39.4.1,2:39.5.0,2:39.6.0,2:40.1.0,2:40.2.0,2:40.3.0,2:40.4.0,2:40.5.0,2:40.6.0,2:41.1.0,2:41.2.0,2:41.3.0,2:41.4.0,2:41.5.0,2:41.6.0,2:41.6.1,2:42.1.0,2:42.2.0,2:42.3.0,2:42.3.1,2:42.4.0,2:42.5.0,",POWERPLAY,"POWERPLAY(INNINGS1,3)"
17,504164,m5,when Umar Gul and Saeed Ajmal are at the crease,"1:41.5.0,1:41.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,",PARTNERSHIP,"PARTNERSHIP(Umar Gul, Saeed Ajmal)"
17,504164,m6,after the 40th over,1:40.1.0,OTHERS,1st of OVERS(1:41)
17,504164,m7,184 to defend,1:42.6.0,LASTBALL,LASTBALL(Pakistan)
17,504164,m8,Afridi's bowling,"2:11.1.0,2:11.2.0,2:11.3.0,2:11.4.0,2:11.5.0,2:11.6.0,2:13.1.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:13.6.0,2:15.1.0,2:15.1.1,2:15.2.0,2:15.3.0,2:15.4.0,2:15.5.0,2:15.6.0,2:17.1.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:19.1.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.5.0,2:19.6.0,2:21.1.0,2:21.2.0,2:21.3.0,2:21.4.0,2:21.5.0,2:21.6.0,2:34.1.0,2:34.2.0,2:34.3.0,2:34.4.0,2:34.5.0,2:34.6.0,2:36.1.0,2:36.2.0,2:36.3.0,2:36.4.0,2:36.5.0,2:36.6.0,2:38.1.0,2:38.1.1,2:38.1.2,2:38.2.0,2:38.3.0,2:38.4.0,2:38.5.0,2:38.6.0,2:40.1.0,2:40.2.0,2:40.3.0,2:40.4.0,2:40.5.0,2:40.6.0,",BOWL,BOWL(Afridi)
17,504164,m9,a second five-wicket haul,"2:17.1.0,2:34.6.0,2:36.4.0,2:36.5.0,2:38.4.0,",WICKETS,WICKETS(Afridi)
17,504233,m1,his side's tense 43-run loss to Pakistan at the Premadasa on Thursday,2:42.5.0,LASTBALL,LASTBALL(Match)
17,504233,m2,reprieved once after being given out,2:7.1.0,REFERRAL,2:7.1.0
17,504233,m3,sent back later after being given not out,2:17.1.0,OUT,OUT(Bagai)
17,504233,m4,Those two calls,"2:7.1.0,2:17.1.0,",REFERRAL-DROPPED,2:7.1.0 UNION OUT(Bagai)
17,504233,m5,a total of five referrals in Canada's chase,"2:7.1.0,2:17.1.0,2:3.6.0,2:4.2.0,2:31.4.0,2:33.3.0,2:38.5.0,",REFERRAL-DROPPED,2:7.1.0 UNION OUT(Bagai) UNION 2:3.6.0 UNION 2:4.2.0 UNION 2:31.4.0 UNION OUT(Surkari) UNION 2:38.5.0
17,504233,m6,"Bagai was first given out leg-before to Umar Gul in the 8th over. He asked for a referral - prompted by signals from the dressing room to do so, which was spotted by Pakistani fielders - before replays showed the ball to be going comfortably over leg-stump.",2:7.1.0,REFERRAL,2:7.1.0
17,504233,m7,"Later, he was given not out by Daryl Harper off Shahid Afridi on another leg-before shout, only for Pakistan to refer the decision and be awarded.",2:17.1.0,OUT,OUT(Bagai)
17,504233,m8,"Three other decisions, against Ravindu Gunasekera and Zubin Surkari, also prompted decision-changing referrals, rounding off a bad day at the office for Harper and Nigel Llong.","2:3.6.0,2:4.2.0,",REFERRAL-DROPPED,2:3.6.0 UNION 2:4.2.0 UNION OUT(Zurkari)
18,504176,m1,New Zealand 166 for 0,2:33.3.0,LASTBALL,LASTBALL(New Zealand)
18,504176,m2,Guptill 86,"2:0.1.0,2:0.2.0,2:0.3.0,2:0.4.0,2:0.5.0,2:0.6.0,2:1.4.0,2:2.1.0,2:2.2.0,2:3.1.0,2:3.2.0,2:3.6.0,2:4.2.0,2:4.3.0,2:4.4.0,2:4.5.0,2:4.6.0,2:5.1.0,2:5.2.0,2:5.3.0,2:6.1.0,2:6.2.0,2:6.3.0,2:6.4.0,2:6.5.0,2:6.6.0,2:7.2.0,2:7.3.0,2:7.4.0,2:7.5.0,2:8.1.0,2:8.2.0,2:8.3.0,2:8.4.0,2:8.5.0,2:9.5.0,2:9.6.0,2:11.1.0,2:11.2.0,2:11.3.0,2:12.4.0,2:13.2.0,2:13.3.0,2:13.4.0,2:13.5.0,2:14.1.0,2:14.3.0,2:14.4.0,2:15.1.0,2:15.2.0,2:15.3.0,2:15.4.0,2:16.2.0,2:16.5.0,2:17.1.0,2:18.2.0,2:18.3.0,2:18.4.0,2:18.5.0,2:18.6.0,2:19.2.0,2:19.3.0,2:19.4.0,2:19.6.0,2:20.3.0,2:20.5.0,2:20.6.0,2:21.1.0,2:21.4.0,2:21.5.0,2:21.6.0,2:22.3.0,2:22.4.0,2:23.1.0,2:23.1.1,2:23.2.0,2:23.4.0,2:24.1.0,2:24.2.0,2:24.6.0,2:25.1.0,2:25.3.0,2:25.6.0,2:26.1.0,2:26.5.0,2:26.6.0,2:27.2.0,2:27.4.0,2:27.5.0,2:28.1.0,2:28.5.0,2:29.1.0,2:29.2.1,2:29.3.0,2:29.4.0,2:29.5.0,2:30.3.0,2:30.5.0,2:31.3.0,2:31.4.0,2:31.5.0,2:32.1.0,2:32.3.0,2:32.4.0,2:32.5.0,2:32.6.0,2:33.1.0,2:33.2.0,2:33.3.0,",BAT,BAT(Guptill)
18,504176,m3,B McCullum 76,"2:1.1.0,2:1.2.0,2:1.3.0,2:1.5.0,2:1.6.0,2:2.3.0,2:2.4.0,2:2.5.0,2:2.6.0,2:3.3.0,2:3.4.0,2:3.5.0,2:4.1.0,2:5.4.0,2:5.5.0,2:5.6.0,2:7.1.0,2:7.6.0,2:8.6.0,2:9.1.0,2:9.2.0,2:9.3.0,2:9.4.0,2:10.1.0,2:10.2.0,2:10.3.0,2:10.4.0,2:10.5.0,2:10.6.0,2:11.4.0,2:11.5.0,2:11.6.0,2:12.1.0,2:12.2.0,2:12.2.1,2:12.3.0,2:12.5.0,2:12.6.0,2:13.1.0,2:13.6.0,2:14.2.0,2:14.5.0,2:14.6.0,2:15.5.0,2:15.6.0,2:16.1.0,2:16.3.0,2:16.4.0,2:16.6.0,2:17.2.0,2:17.3.0,2:17.4.0,2:17.5.0,2:17.6.0,2:18.1.0,2:19.1.0,2:19.5.0,2:20.1.0,2:20.2.0,2:20.4.0,2:21.2.0,2:21.3.0,2:22.1.0,2:22.2.0,2:22.5.0,2:22.6.0,2:23.3.0,2:23.5.0,2:23.6.0,2:24.3.0,2:24.4.0,2:24.5.0,2:25.2.0,2:25.4.0,2:25.5.0,2:26.2.0,2:26.3.0,2:26.4.0,2:27.1.0,2:27.3.0,2:27.6.0,2:28.2.0,2:28.3.0,2:28.4.0,2:28.6.0,2:29.2.0,2:29.6.0,2:30.1.0,2:30.2.0,2:30.4.0,2:30.6.0,2:31.1.0,2:31.2.0,2:31.6.0,2:32.2.0,",BAT,BAT(BB McCullum)
18,504176,m4,Zimbabwe 162,1:46.2.0,LASTBALL,LASTBALL(Zimbabwe)
18,504176,m5,Taylor 44,"1:0.1.0,1:0.2.0,1:0.3.0,1:0.4.0,1:0.4.1,1:0.5.0,1:0.6.0,1:1.3.0,1:1.4.0,1:2.1.0,1:2.2.0,1:2.5.0,1:2.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:5.3.0,1:5.4.0,1:5.5.0,1:5.6.0,1:6.1.0,1:6.4.0,1:6.5.0,1:6.6.0,1:8.1.0,1:9.1.0,1:9.2.0,1:9.5.0,1:9.6.0,1:11.1.0,1:11.3.0,1:13.1.0,1:13.4.0,1:13.5.0,1:15.1.0,1:15.6.0,1:17.1.0,1:17.2.0,1:17.3.0,1:19.2.0,1:19.5.0,1:19.6.0,1:21.4.0,1:23.1.0,",BAT,BAT(BRM Taylor)
18,504176,m6,Southee 3-29,"1:1.1.0,1:1.2.0,1:1.2.1,1:1.3.0,1:1.4.0,1:1.5.0,1:1.6.0,1:3.1.0,1:3.2.0,1:3.3.0,1:3.4.0,1:3.5.0,1:3.6.0,1:5.1.0,1:5.2.0,1:5.3.0,1:5.4.0,1:5.5.0,1:5.6.0,1:7.1.0,1:7.2.0,1:7.3.0,1:7.4.0,1:7.5.0,1:7.6.0,1:9.1.0,1:9.2.0,1:9.3.0,1:9.4.0,1:9.5.0,1:9.6.0,1:27.1.0,1:27.2.0,1:27.3.0,1:27.4.0,1:27.5.0,1:27.6.0,1:29.1.0,1:29.2.0,1:29.3.0,1:29.4.0,1:29.5.0,1:29.6.0,1:42.1.0,1:42.2.0,1:42.3.0,1:42.4.0,1:42.5.0,1:42.6.0,1:42.6.1,1:44.1.0,1:44.2.0,1:44.3.0,1:44.4.0,1:44.5.0,1:44.6.0,1:46.1.0,1:46.2.0,",BOWL,BOWL(Southee)
18,504176,m7,Vettori 2-25,"1:14.1.0,1:14.2.0,1:14.3.0,1:14.4.0,1:14.5.0,1:14.6.0,1:16.1.0,1:16.2.0,1:16.3.0,1:16.4.0,1:16.5.0,1:16.6.0,1:18.1.0,1:18.2.0,1:18.3.0,1:18.4.0,1:18.5.0,1:18.6.0,1:20.1.0,1:20.2.0,1:20.3.0,1:20.4.0,1:20.5.0,1:20.6.0,1:22.1.0,1:22.2.0,1:22.3.0,1:22.4.0,1:22.5.0,1:22.6.0,1:24.1.0,1:24.2.0,1:24.3.0,1:24.4.0,1:24.5.0,1:24.6.0,1:26.1.0,1:26.2.0,1:26.3.0,1:26.4.0,1:26.5.0,1:26.6.0,1:28.1.0,1:28.2.0,1:28.3.0,1:28.4.0,1:28.5.0,1:28.6.0,1:30.1.0,1:30.2.0,1:30.3.0,1:30.4.0,1:30.5.0,1:30.6.0,1:32.1.0,1:32.2.0,1:32.3.0,1:32.4.0,1:32.5.0,1:32.6.0,",BOWL,BOWL(Vettori)
18,504176,m8,a resounding 10-wicket win over Zimbabwe,2:33.3.0,LASTBALL,LASTBALL(Match)
18,504176,m9,a thumping 10-wicket win over Zimbabwe in Ahmedabad,2:33.3.0,LASTBALL,LASTBALL(Match)
18,504176,m10,a victory,2:33.3.0,LASTBALL,LASTBALL(Match)
18,504176,m11,Tim Southee picking up 3 for 29,"1:1.2.1,1:7.4.0,1:44.1.0,1:46.2.0,",WICKETS,WICKETS(Tim Southee)
18,504176,m12,Zimbabwe limped to 162,1:45.4.0,BALL,"BALL(Zimbabwe, SCORE, 162, ?)"
